314.041,2.233490944
310.419,2.190789938
312.974,2.207192183
312.311,2.250723839
303.663,2.290313959
315.381,2.275977135
313.285,2.303099871
317.238,2.327302933
315.57,2.351701975
308.552,2.406326056
315.133,2.42254591
317.274,2.605224371
316.085,2.676571131
310.209,2.67821002
315.613,2.691339016
312.332,2.705165148
315.709,2.692992926
314.285,2.739329815
319.55,2.742125988
314.029,2.760219812
318.776,2.763100863
316.401,2.779417992
320.019,2.729156733
313.358,2.753626108
313.293,2.793963194
314.36,2.799634933
312.703,2.851757765
313.429,2.839275122
313.862,2.882082701
310.655,2.902537823
314.291,2.864308119
309.577,2.948370934
310.901,2.93266201
314.998,2.262462139
316.739,2.275365829
319.258,2.251245975
317.679,2.273293018
307.665,2.358237028
311.911,2.330675125
317.067,2.373291016
316.327,2.345452785
313.919,2.409753084
318.686,2.422161102
312.781,2.407063961
317.03,2.331470251
317.414,2.378627777
314.047,2.395247221
313.499,2.40551877
319.147,2.408788204
320.849,2.410453796
318.992,2.492387772
322.676,2.483647108
313.286,2.50869894
316.174,2.499448061
322.553,2.519256115
,
,2.526056043
