473.28,3.497106314,
470.55,3.532212973,
468.515,3.495181084,
473.098,3.518834114,
461.345,3.533412933,
474.4,3.581074953,
467.702,3.564924002,
464.235,3.555579185,
468.89,3.626181841,
474.077,3.601757288,
473.757,3.621633053,
471.859,3.607023001,
483.693,3.651988983,
472.133,3.652041912,
476.712,3.694526911,
483.395,4.270858049,
479.168,4.234322309,
475.955,4.26448822,
476.704,4.297627926,
479.653,4.341102123,
478.904,4.359549999,
481.695,4.369682074,
486.937,4.338999033,
479.562,4.369278908,
484.191,4.418072939,
476.501,4.382158041,
477.902,4.376106977,
482.13,4.411878824,
482.486,4.433245897,
480.152,4.489643097,
469.815,3.753764868,
472.299,3.7503829,
460.228,3.852308989,
468.791,3.82713294,
466.184,3.851974964,
465.108,3.802222967,
470.861,3.865762949,
469.241,3.907505989,
468.65,3.898327112,
468.751,3.88796401,
466.755,3.891785145,
466.149,3.867614031,
473.655,3.922227859,
471.136,3.980068922,
463.873,3.930799723,
,,
,3.935118585469.46199999999965,3.737101078
469.05,3.767968893,
479.469,3.775336981,
467.685,3.720033884,
481.781,3.765842915,
468.326,3.739472866,
472.486,3.710469723,
475.663,3.72592473,
476.108,3.853818893,
476.169,3.862922192,
472.664,3.858338118,
474.944,3.895509005,
481.195,3.871104002,
479.735,3.892743826,
487.494,3.912125111,
471.226,3.956990957,
477.235,3.967489004,
480.273,3.972856998,
464.514,3.950353861,
481.173,4.060754061,
485.036,4.059083939,
475.437,4.005420923,
473.828,4.03412199,
467.165,4.096313,
479.397,4.143133879,
478.499,4.098739862,
478.656,4.142457247,
475.099,4.212183952,
471.893,4.198827028,
479.76,4.194838047,
,,
,3.939533949,
